machineID,volt,rotate,pressure,vibration
4,183.523486,551.3272834,95.76989636,46.03973144
5,206.5330899,394.8757133,102.4397336,36.4788386
6,164.9978564,520.9476765,117.302419,38.41598339
7,187.4649991,408.6233806,99.06585455,52.16544073
8,196.0416179,405.2267056,94.89738777,42.87358599
1,175.3245239,398.6487807,110.6243605,45.48228685
2,168.8937823,494.8763131,101.9100218,34.56668061
3,160.794446,512.5744756,119.8539281,29.05150683
4,151.1521265,413.855056,105.3924362,43.07154841
5,177.6533188,489.676632,103.3671082,39.38505477
6,170.2042239,526.7477155,127.8917174,39.11241441
7,169.8202397,401.687766,97.06671018,32.03818333
8,148.9898871,489.1705204,94.81450689,30.8269446
1,169.2184232,460.8506699,104.84823,39.90173544
2,158.5957972,427.282619,92.47016278,32.16023225
3,177.6928747,416.7394585,101.2543787,36.70344252
4,152.7544546,421.1673229,94.52448075,33.56611266
5,175.5015679,472.3112158,94.2647624,43.01950066
6,152.3940431,524.9534272,111.0005859,45.75053439
7,175.1694868,409.9901725,102.0610902,42.22939372
8,156.9801147,467.6744425,103.6542481,42.98948299
1,167.0609807,382.4835429,103.7806625,42.67579991
2,165.7543944,457.2826764,108.0073725,46.98052718
3,175.5769999,428.8194564,87.63134664,38.86759401
4,157.625244,423.7852293,106.3871135,47.13274324
5,164.853542,454.7922915,108.1246629,32.72903952
6,157.4748025,361.6172579,126.6346813,37.29781855
7,182.8646191,414.6814148,97.08330572,34.31193657
8,178.6076462,450.3386964,116.205197,28.34281964
1,160.2639537,448.084256,96.48097567,38.54368093
2,194.1082129,400.1012962,108.8372581,43.56329861
3,173.2226116,466.103726,87.00280796,27.64429827
4,157.2779886,327.2438657,103.5761952,37.03555843
5,169.7792853,472.1506153,117.6959845,39.20790939
6,196.0926179,519.8962366,106.6875714,40.80240239
7,180.1801328,493.2489955,105.6765055,42.28088204
8,167.5733057,479.0924832,105.8574325,31.88534221
1,153.3534915,490.672921,86.01244025,44.10855437
2,153.540806,422.9783606,99.85481979,38.07705876
3,168.0458078,521.450614,107.3676782,34.61256713
4,199.3588444,437.1902937,96.84712098,45.29682825
5,191.361977,419.460351,115.8498229,46.82207069
6,161.1878655,484.3437899,123.7968927,39.70726032
7,154.310366,502.9816939,97.79198947,41.64984423
8,183.889138,452.9460971,103.6110953,40.50816013
1,182.739113,418.199252,93.48495406,41.36718973
2,193.1392228,404.5587083,107.8955071,40.08980501
3,177.7261173,486.0918141,96.82460462,36.61090722
4,153.643302,460.199835,86.92228861,37.61425554
5,143.4146445,507.199115,101.1839668,38.44815773
6,171.7176269,521.2292792,123.6384622,38.03055048
7,171.594391,422.3881944,94.22978162,41.61045962
8,187.6410046,406.7840514,111.040456,47.73008639
1,170.3354379,402.4611866,93.23578706,39.73988268
2,168.0862276,543.8025395,91.51268123,39.40023543
3,168.0457147,531.1397996,80.90882418,41.414875
4,170.733787,419.2462404,98.18249778,41.50772589
5,173.5966941,404.287915,83.02582378,46.85172715
6,168.0933408,453.8903262,135.9703883,32.18648008
7,189.6433472,564.4370354,99.57470184,44.06385715
8,191.8093639,544.9764303,86.27870378,43.59778167
1,182.4671093,501.9189727,85.7626147,51.02148612
2,169.3703588,392.5258899,100.7521674,47.02059712
3,171.1238797,422.0063424,96.42900467,38.68462352
4,158.0733791,453.7889143,93.93561292,36.23028857
5,190.3014405,539.7327285,90.57735849,37.60299333
6,166.2398938,474.3014304,119.8721146,40.21216176
7,190.931693,568.301971,92.02999997,37.55293183
8,136.3961897,474.0907356,86.51056926,32.27003284
1,151.3356822,444.9226565,94.24737133,42.11965209
2,179.0504486,465.5116924,113.3911901,45.08295662
3,178.3878636,408.9684303,113.9232102,41.50652825
4,153.3816015,428.3083382,103.0969289,41.5457909
5,173.7769378,352.781457,98.33705031,40.31428734
6,163.43163,489.0487361,111.5340546,46.5526401
7,197.7844288,489.7365922,117.9666585,41.68030046
8,164.0749745,543.8099308,93.3472026,42.44099581
1,172.5353962,511.8863643,91.32942907,32.24883237
2,166.7691023,477.2269846,98.1934793,41.51600971
3,167.0772515,383.8813567,113.8946078,40.23031931
4,187.7612656,521.0548038,93.68114776,44.20038035
5,173.4793879,468.2117332,101.9647206,34.94299272
6,182.4890525,427.2969787,112.6735716,44.90385233
7,155.3982252,458.9138702,105.1409778,41.57134319
8,166.40532,460.4132701,107.7951509,33.55705293
1,180.0974946,486.7123039,96.73391515,38.89677573
2,173.1180374,469.7139989,93.72453259,48.27313029
3,204.9436706,500.3294087,106.0172638,48.56769373
4,165.6545486,419.732015,103.8983021,40.30602211
5,200.2637471,440.0057553,103.672538,34.05107057
6,172.5705278,441.3157961,91.46573212,36.27061841
7,163.0044552,412.3854504,106.6682943,37.37854056
8,166.9021734,426.1094911,96.20334288,33.59381619
1,169.6058544,519.4528121,78.88077957,40.15687491
2,176.2515862,447.7564494,86.80035279,43.2683401
3,163.9769846,536.4874356,100.7206285,46.31341525
4,171.9210469,468.9729274,93.16366968,48.672317
5,172.5309467,501.3988494,102.5512056,41.87376261
6,160.6109484,490.7212719,90.04245773,42.99471888
7,166.7275053,402.4561719,100.9526485,37.48583876
8,198.835466,571.1193921,94.10335487,40.30116638
1,167.1291175,427.0507681,91.69989877,44.6423514
2,168.4769465,480.8665221,84.19271195,47.3568355
3,171.5847043,395.9607497,103.6742972,44.34534521
4,158.7227348,413.2600948,87.24856796,38.03659292
5,164.6503611,557.7644447,94.0302627,34.12602782
6,177.409744,384.3112713,114.050963,35.79717347
7,147.2275533,478.0026194,106.4909241,46.6725065
8,158.5507899,341.3834322,103.1625133,49.86571584
1,158.2714003,422.8110517,92.43913192,39.78191709
2,163.1984513,388.5112172,83.2576185,41.60125535
3,172.0022477,441.9875904,85.2995674,43.5191996
4,188.6770845,370.1918218,96.41586464,43.35100552
5,177.4431289,513.678257,102.96848,43.16556705
6,157.6984481,518.4260908,92.49578267,38.5623222
7,163.9816906,376.0839104,99.66129426,40.52509614
8,177.1792326,408.8420398,104.2509884,50.25604399
1,200.8724298,403.2359508,96.53548653,32.51683764
2,154.4338012,381.7749154,94.36711775,44.46037101
3,169.1725477,514.053356,122.6405002,34.3119542
4,157.922409,442.4506264,98.20927257,45.7957155
5,190.9988436,445.5919832,97.25498806,33.31742175
6,182.5481622,378.5174072,115.2031222,35.83656751
7,186.9373249,445.473046,106.5956249,41.33826917
8,169.1410447,428.0438022,110.6347385,42.98103445
1,181.2575218,495.7779578,93.43929005,52.35587614
2,167.5287162,445.0723009,81.40611993,36.41604404
3,159.3024003,499.4021532,108.6177642,41.48020565
4,207.6401455,393.7465091,115.6345021,46.05641865
5,194.3492894,493.1719124,94.0018861,32.48373487
6,188.3514006,507.0697167,103.2196695,43.2349745
7,155.373163,507.8199876,121.1598542,32.12928794
8,158.4402357,438.0473705,91.94818616,45.57991909
1,197.3631245,446.9439473,114.3420608,29.52766452
2,170.7573621,493.7182923,93.23760498,31.60569749
3,138.7803913,476.5633148,86.69817423,39.27138162
4,180.2190023,311.7315348,92.79139546,40.40069165
5,142.530355,493.880332,91.45895967,39.55212318
6,180.0186742,447.7564433,99.4896512,44.77598918
7,169.3112381,436.3775827,131.0936035,38.04454461
8,183.1888625,482.1332011,96.46427059,43.92839053
1,171.2008946,384.6459616,103.3732933,35.79656614
2,167.889657,464.6050779,105.4357151,40.03209776
3,169.22965,481.1591828,94.97060766,38.90920595
4,162.2142642,456.0813431,116.088479,43.62567501
5,178.4775312,472.5006791,113.1974339,43.86968429
6,174.9602268,439.4143852,94.84617304,37.40600661
7,199.0225641,513.1507044,95.48963161,39.41283024
8,186.2880787,405.5154589,102.6673564,45.09988103
1,160.5288605,486.4590561,86.94427269,42.99250944
2,150.3796252,518.272512,103.0126907,39.50009907
3,153.9390288,404.5700349,92.87572632,35.48515161
4,165.0093758,462.9785584,103.476229,36.90932351
5,173.793842,405.8444989,84.53160588,53.7519009
6,166.665202,461.990775,100.8179915,37.24120054
7,199.2060458,414.2642176,107.5049434,35.05887175
8,170.3451279,423.6421119,92.07432106,34.54500014
1,147.3006782,420.6107918,110.4089847,34.20304225
2,168.4077256,327.6319516,105.7608456,31.24264154
3,179.530588,484.9220335,91.91258857,36.52128827
4,142.7123899,545.9615526,94.7261832,42.89297571
5,201.7197564,443.484774,118.2149584,42.31815824
6,165.2390636,427.8453844,95.12894592,43.49208797
7,154.0081512,433.1713643,126.6452587,40.93927698
8,176.9187651,419.6023626,100.7332508,45.17330822
1,160.4585025,412.9656956,90.7113545,36.96376626
2,181.673669,393.0639528,84.85141395,39.85848606
3,177.5492718,460.1354913,94.45697716,44.84287518
4,166.3613573,464.2579367,104.4121767,40.78874698
5,144.6060429,472.4482986,94.21431934,39.67238506
6,153.3760569,458.1356829,97.02447762,38.29615799
7,181.5911152,500.6097953,114.982108,37.1914717
8,160.2143168,541.2573032,99.83624777,41.1574517
1,173.394523,439.5794598,97.67582686,37.11710256
2,175.0994685,370.8428292,99.71969414,46.42188022
3,164.1854306,446.0544512,94.63611372,35.71004298
4,173.5980455,460.4590684,94.51063898,46.79489219
5,166.8453728,456.7990609,100.7216784,38.62351784
6,160.2432412,434.9248004,96.13212314,36.35857447
7,216.2224316,461.2993606,86.07938969,43.61381305
8,168.9836241,474.5614088,92.402607,43.55240874
1,185.2053552,445.6064467,105.9932466,47.86248424
2,173.7774988,411.9067088,103.5217029,49.93237026
3,157.2063069,452.5302854,100.5475136,43.80391357
4,151.310059,530.580122,83.37414544,43.89568841
5,174.178517,430.0097984,118.5336351,35.94258603
6,194.4398927,430.7960391,101.227263,37.19106066
7,193.0447417,459.9476661,98.19057864,47.56445617
8,156.8390629,432.4686541,110.5455404,39.33252303
1,173.791252,385.3549238,99.50681883,42.92133626
2,159.1523979,456.3850065,118.2566676,36.44485884
3,176.6590095,490.9279993,109.1789055,43.07269831
4,168.4175728,492.0925408,96.30335148,41.02525467
5,171.7134974,528.1255333,100.1428315,38.1157673
6,185.9844515,433.2610719,94.93731619,38.06984461
7,167.1532726,424.3014505,102.0252425,36.2371625
8,177.3580381,404.6496283,108.2226508,35.05576529
1,152.4207753,497.8406201,101.6416915,30.66518414
2,199.1196921,505.0958158,103.499362,30.69286648
3,181.0556598,497.5041443,101.7388308,39.37694696
4,162.2022305,511.69384,102.2531919,42.73058912
5,174.7607331,411.0680668,116.3646376,44.94899782
6,177.0368088,422.616381,101.7802207,39.80875868
7,161.3504425,462.4353479,113.4909742,40.3275763
8,184.1905074,446.4816308,105.1028584,37.50617246
1,180.0307149,486.8935931,93.7438266,43.09975844
2,153.8429124,427.4343086,94.00863224,42.81446131
3,149.4191935,501.7032954,116.158379,42.63153162
4,181.9418353,463.4307637,78.76229498,36.43979201
5,150.8195425,449.6971875,99.81377897,34.4841615
6,185.6067072,471.5161311,115.2944979,40.69164148
7,142.3402292,420.8847321,106.5782971,42.82955802
8,163.5733347,452.0965665,94.59195845,38.46712289
1,145.248486,495.3764492,111.9505873,37.42227213
2,174.4294356,416.3328967,103.0422036,47.33807584
3,169.7796454,449.6736958,102.3141096,38.93358993
4,153.7209849,455.4567001,97.80995596,42.6731955
5,167.214579,492.4475041,83.94585717,46.61422843
6,185.504878,423.1996876,96.67890112,39.48697163
7,180.1472575,476.7055425,118.013898,35.08177609
8,173.9756393,506.9158796,118.1879272,39.52317575
1,164.5122163,424.5426326,102.4855298,42.24337433
2,162.8324566,523.3162688,87.07843583,44.8422362
3,171.6553615,550.3325116,111.7100533,34.35797702
4,177.3521041,409.3712506,117.9379527,32.85902324
5,152.9223964,477.6464745,104.8567571,50.57897763
6,148.6601134,452.9053315,110.3819916,30.36736914
7,143.5197493,385.0548277,111.1400346,41.80783853
8,148.0699554,440.2699723,100.5668251,36.77939634
1,165.2582251,493.1614285,127.0144977,45.13519397
2,184.9265501,511.1540628,76.88985468,44.34921729
3,157.8202987,506.2868732,105.9380587,38.9086707
4,186.5204997,498.2761586,99.77588178,35.44534628
5,145.9064809,391.5710422,103.0876652,44.54559635
6,192.3621661,495.9475102,111.9531107,39.22262295
7,155.6743991,443.0928123,96.94048706,35.91268671
8,164.7596062,491.0098597,95.07399735,36.29800267
1,140.7763093,432.0437733,99.82449701,31.27932091
2,175.8315938,483.32357,105.3858769,36.66335308
3,176.0270764,529.6006387,114.3376905,35.96412231
4,181.9231438,354.650628,95.13611409,39.81717224
5,160.1933387,486.0387135,96.31949176,45.37558364
6,171.8524649,495.9201881,101.0239618,41.87703882
7,153.9511113,455.2651013,90.34483721,41.38936062
8,170.3016866,448.9193476,103.8998148,47.21531526
1,183.8008628,414.2742951,86.32375989,37.78983368
2,172.9983986,438.4816602,90.51718406,33.82716876
3,154.3947198,522.2947769,108.0292408,41.0897145
4,191.4429262,437.934355,93.9974523,40.28315618
5,180.3965934,497.9989679,89.5659647,39.20101415
6,178.9680163,488.5326069,105.0538835,35.38001302
7,149.1093563,473.1615444,77.81216333,46.05413057
8,168.3145094,471.2602101,82.36928081,41.33854516
1,160.6569261,446.6138426,115.3133119,35.944564
2,175.519711,519.3462901,93.3817582,44.15900093
3,168.0722908,497.1295881,100.3879248,35.04631635
4,152.907309,534.972509,108.3601384,46.97758917
5,154.1948086,477.4288048,105.7704239,42.38143448
6,171.2116998,396.0638916,115.9537174,43.34383298
7,166.5618453,477.5687638,89.18549056,37.47756497
8,144.8480809,461.4080198,80.54225707,42.14276427
1,164.9894503,418.0697914,80.66828673,42.6386787
2,168.0585595,437.2883651,93.86494329,40.78795326
3,149.5138667,421.8329078,108.8114185,33.60775653
4,185.9525662,451.8860163,110.3442941,41.5644548
5,146.9666552,486.2988242,92.72030384,42.15019029
6,156.2041403,567.8159517,95.50762956,40.66463713
7,199.1521951,380.7070101,98.68311611,41.81133279
8,171.0394195,341.1344853,105.1225788,51.26076845
1,190.9272184,437.9604413,85.26024735,40.56620182
2,154.0838774,475.1554393,97.68881819,38.21929844
3,140.0035271,441.3762821,113.9937795,44.04763338
4,160.5162512,439.9320985,87.032288,49.01760007
5,194.2260382,480.7959049,103.2113288,43.63739543
6,147.5041513,409.4323587,86.52007713,43.61986377
7,151.6035271,497.0991125,88.9223765,43.05563491
8,186.3634517,438.8320206,81.4258583,46.18294892
1,179.5501162,502.7874563,109.9660202,41.73069767
2,157.2544399,590.1356054,97.41233616,31.62884174
3,167.6759904,561.5669164,95.42782664,40.0220604
4,171.9137467,422.1922644,88.98182819,40.35980861
5,145.2961887,431.9583567,87.840977,41.96103531
6,159.7753983,487.3995989,98.16197465,42.93713602
7,155.1597344,427.3773736,101.9696714,31.63360078
8,185.6407031,403.0453729,103.916068,39.62587331
1,168.3735245,489.9108978,114.0424062,36.09265642
2,160.9762745,448.3848902,92.7501681,42.8641323
3,178.725697,454.4530058,95.514089,36.94033683
4,192.7790719,452.1363284,97.78062934,38.54695109
5,167.5712909,442.229986,88.88779442,35.12078566
6,170.6183933,420.9182784,87.32120374,36.13196008
7,161.0740311,381.6503298,102.1683057,44.60376218
8,177.459964,434.5544658,106.5752998,34.18079022
1,177.7064417,521.8379364,101.5280331,35.46844404
2,174.9591709,472.820516,104.0522927,37.19576174
3,173.5918929,400.8800542,125.6005064,47.65162546
4,149.5326075,452.0482559,103.8028545,38.27796632
5,158.9059606,468.0439962,83.65961907,38.74722996
6,143.6351211,461.4237007,101.0102963,43.55557039
7,175.6194294,447.7197774,103.1776983,40.01247438
8,164.1216322,454.4094013,95.74209656,47.94263094
1,175.9890771,510.2569761,92.36287247,36.37603366
2,155.5652847,380.9775742,93.46546628,47.85014201
3,160.7088346,395.9003154,104.5753245,33.70947756
4,169.6534243,431.1836993,87.70551608,39.34697462
5,165.1752219,516.8401862,103.6564864,41.13683148
6,164.5430902,415.3822,86.92625938,50.79558046
7,164.3276123,370.2407331,122.9330779,36.19677756
8,207.7462716,459.3990612,98.65853997,31.05262128
1,194.9428467,418.8422713,95.89631223,47.16364845
2,169.9784555,481.066325,84.78101928,35.73408563
3,165.8962933,419.9264423,106.6888824,40.90266706
4,186.4989059,448.1962609,96.88063895,41.00812105
5,163.7384976,328.2759111,98.76998026,40.54615435
6,157.108817,405.3277298,89.99402245,35.41731699
7,132.0397802,470.6211139,92.40848987,46.65704174
8,157.3706681,422.7940676,103.6452019,38.84307871
1,174.1384011,489.2503152,91.92630609,32.3236161
2,181.1234655,411.5819869,103.4355489,41.33458995
3,191.9923771,466.4870653,108.6849468,38.25527447
4,170.4668423,444.3645352,88.99912384,35.80139526
5,164.5440088,501.2011419,98.1485088,35.38509762
6,178.1012348,468.9597344,115.7024048,39.96993627
7,167.2665819,402.118084,89.28117173,38.17447857
8,158.7751584,482.6442489,92.87353749,40.8049651
1,177.5940893,459.9566698,96.65162442,52.99732688
2,184.6923974,456.4823782,99.07166898,42.67361947
3,211.9512242,473.040872,107.5835767,41.12844658
4,190.4020512,433.9992965,99.36578966,40.89184295
5,181.1564846,394.5108258,84.90863158,38.31574109
6,161.7590086,536.4576391,95.5725484,41.9524583
7,184.6346107,446.0000111,77.89821866,33.87123413
8,158.641371,436.8924872,86.38831354,40.63946862
1,175.2132796,486.4948038,104.4329622,47.87580372
2,159.2394375,505.7818571,102.4528974,35.32245182
3,190.7420765,388.9397438,92.93923882,38.77927533
4,177.0273481,435.2061956,113.6660878,34.72689114
5,151.0101379,488.0180896,101.3651583,39.09117879
6,160.767901,468.1046651,96.43436625,40.82096454
7,175.6216515,461.147061,109.6520089,39.96740588
8,157.1699298,450.9581498,103.0105804,42.67612255
1,164.3414353,568.9723103,94.48853315,49.02358461
2,200.8474744,398.1805867,122.4570514,42.78904019
3,153.6688665,437.1332533,87.69565205,37.52893415
4,178.0629259,512.0671483,96.64829555,34.17691775
5,175.4066743,501.8474569,104.5086493,45.20871631
6,185.994767,382.8512211,118.4465259,30.01477955
7,176.033946,486.9875879,113.2760582,37.76121273
8,146.8440871,490.5981624,100.8706686,43.09336167
1,171.4642919,454.3179588,85.24660951,47.69846355
2,187.3263874,446.0566299,106.5117549,40.1316837
3,183.5989484,428.0760115,88.71965783,37.03428476
4,174.4242742,484.4846282,112.7731658,37.74573583
5,155.6809692,461.1328775,103.36973,41.05954877
6,166.1147248,432.8459283,99.20580096,39.12299946
7,168.8930497,471.9419727,83.7166825,43.20572081
8,167.9275194,484.7460419,95.25175376,41.59548354
1,194.5811697,448.3602591,98.39061771,50.60214119
2,182.8453223,434.2135478,109.2555518,43.16288939
3,168.0566925,468.6472337,106.4515279,36.39207492
4,161.8781423,448.0618836,102.4395952,44.86700527
5,158.4030741,477.2702252,118.8891264,41.946998
6,170.7940916,358.1801633,87.17805323,43.20314305
7,147.5260023,480.9500734,110.7412972,45.29315574
8,130.0743628,340.8499742,94.5785142,44.8434306
1,156.8661129,405.8698402,98.6408163,54.69816262
2,185.1599222,438.7141396,98.84210707,37.62690334
3,166.2790903,323.3141196,106.9062685,34.75682962
4,182.9369333,543.4212982,106.8029345,40.55932657
5,170.4942312,438.7480206,81.14259507,46.80868898
6,169.4587813,461.7314016,98.79803242,50.01190067
7,179.5576734,482.493363,86.89762866,44.56105056
8,175.0207547,441.5331561,116.5549954,43.28600055
1,171.8264,439.8414888,87.87487125,55.76809656
2,182.836896,481.1352113,112.835998,41.30677177
3,166.2994218,446.8703357,93.34961814,46.85131748
4,166.1886059,475.0653608,108.7438028,41.41497039
5,177.8566712,407.6054391,96.30857445,37.72133811
6,179.7345987,394.0559512,93.72245063,41.77704525
7,171.3005624,497.8398073,107.9517939,36.35960022
8,155.1869002,435.2586642,111.0251014,35.36382935
1,190.4319599,427.6758878,116.0084041,55.06211046
2,189.5659708,448.6116663,105.873488,40.13953341
3,159.1603452,456.7984723,94.64114007,43.28328693
4,160.9336087,427.1703252,104.3673726,51.43413107
5,168.6219179,364.5292366,97.38656009,34.42782367
6,162.9000821,442.9339929,99.49957169,35.95167226
7,191.1452673,485.8744867,94.61765383,43.03384679
8,161.610337,459.9018338,85.16619073,37.8639794
1,166.4806837,487.4226764,90.42389187,66.76451473
2,186.5532735,405.9148312,103.7539649,41.5168537
3,155.2901735,531.7733481,115.9463705,36.62216562
4,168.708054,434.664822,119.5918649,41.77233933
5,185.0121069,484.2485712,97.13865807,37.8563594
6,160.0660752,404.1619382,92.87793393,45.14873299
7,173.861248,446.5727667,99.52920346,38.58119158
8,149.8305151,475.4116378,91.77812733,40.49710961
1,154.1992579,469.8543126,85.75554623,47.94679272
2,169.5316314,449.8845131,95.4589843,45.04143488
3,178.0666318,428.3690767,106.0580529,39.8170955
4,162.3142566,431.2263708,93.21341817,48.47072536
5,175.4180541,451.3838858,108.3117104,32.67031118
6,146.8438652,422.9992561,105.1876686,51.44081429
7,159.9686976,474.4816949,118.4919375,37.433051
8,189.9006741,387.532581,85.3544846,38.08616836
1,156.9532459,462.0241817,106.3467179,48.82030086
2,162.8760151,440.1409062,91.8239604,40.51887602
3,179.1425846,410.2012123,95.37510749,44.77729002
4,146.1736691,525.574958,98.01979975,39.60645762
5,166.387308,387.6682455,100.5620954,43.24470684
6,181.3252651,388.7123105,99.11135215,40.76488887
7,173.2778611,489.3663895,105.795012,38.53526965
8,197.0719735,445.9827127,117.8584744,45.64388774
1,164.1480946,429.8221435,104.5321236,43.78868155
2,155.2095327,471.3398752,97.90326515,34.75834464
3,208.029632,450.2512039,94.59285153,44.56915184
4,138.0573479,453.8046243,112.7364936,38.63769818
5,193.1737691,394.6754639,95.35310423,42.72383055
6,174.4305278,403.4929169,100.3417096,37.71776178
7,192.8379435,458.2133047,99.80953301,40.07858915
8,162.7988074,462.180412,102.2509305,42.69391965
1,157.2897489,416.0350041,93.10698556,48.41435912
2,184.6134468,502.1659261,100.7101612,38.58422591
3,195.4055947,482.5308511,109.7681208,32.83370384
4,166.1159777,516.1060027,84.52954812,40.5322368
5,157.847173,493.1153651,103.0101287,41.04670694
6,195.0137752,476.3974538,98.37292609,31.56455701
7,174.3797466,404.7814177,88.36920057,38.3974047
8,169.2414964,424.8381541,103.5516512,43.57275597
1,166.0904091,425.8034313,87.68541785,57.92805735
2,170.8815911,473.9032635,118.7417108,28.22709317
3,155.4896039,397.1065587,97.10835614,40.85232043
4,185.7728982,513.5846891,105.171027,42.96436215
5,183.2005769,531.8389123,105.5742676,52.3818816
6,175.936323,575.2551198,109.1703065,44.71707792
7,150.9621672,362.4031336,89.230724,44.02813551
8,187.1580136,500.932026,102.677013,37.28443571
1,163.7837044,520.5826944,97.16098389,56.44248773
2,177.0308262,508.4508462,92.20851606,36.98383501
3,165.4672621,457.7199658,109.3468537,50.16030554
4,176.0004803,466.2467791,110.7813024,39.37231476
5,152.370235,439.9805174,91.46858478,32.76302187
6,135.0073466,462.937949,86.78810116,48.07115977
7,158.6106977,415.6927705,99.7961992,38.27482426
8,196.1799073,364.7990993,103.9111607,35.57006105
1,167.254238,382.541315,104.485227,39.27356747
2,170.9234049,389.5255348,103.5388991,43.85908084
3,182.1958136,470.6874379,101.2987915,34.01862068
4,164.722355,435.6577306,101.7727713,36.87163425
5,167.1927341,440.4962763,107.5926948,45.64787659
6,172.4324273,419.1862324,96.63461939,44.44556179
7,168.5799857,521.1701932,106.9617007,30.81369192
8,168.4148558,436.0294602,100.811247,37.52289184
1,176.1058415,428.3258218,107.2668715,52.36467547
2,188.6673214,438.8590572,99.56092166,50.28084948
3,147.4421963,457.1173672,96.42235631,43.14863003
4,152.2853536,431.3510142,105.7367056,45.37625637
5,165.8784225,469.8405331,110.0838283,36.67476889
6,178.17181,371.1698759,90.71240226,41.92216656
7,176.8871451,414.5070593,102.4826504,39.58255003
8,183.7467072,502.2456131,94.01688536,36.61690106
1,179.3694969,374.1271481,87.73743523,49.15397246
2,194.2278268,415.9421343,93.7900563,39.49309294
3,160.379659,423.8956097,90.62276026,36.69829337
4,205.2898659,504.4617613,90.2667204,43.71810707
5,188.8949181,400.4361796,103.4751362,37.67861273
6,144.0112091,436.8621975,78.2649324,45.19056649
7,179.6465676,445.4585266,115.7886687,38.03497738
8,179.2847692,461.2410642,96.78851396,35.47951227
1,195.1730862,436.1736201,103.8332384,49.94710205
2,166.5044931,539.7112678,111.3512376,43.6931072
3,183.3291737,479.2710709,84.05940387,44.99739194
4,152.386133,392.1434098,96.4917269,36.93763692
5,180.7526168,436.0838374,92.55666924,39.52010871
6,167.6316459,390.6694024,103.2773798,32.25340869
7,153.4482058,432.3051741,102.7313473,37.13545338
8,187.8517142,411.7634802,107.8698578,39.53281742
1,168.9695952,467.2859046,117.1482273,58.39205017
2,182.7608224,463.0957138,102.9462783,41.95306558
3,190.2732855,505.5915645,100.8548061,42.58193512
4,158.1795173,490.5445249,95.9627545,44.17860544
5,177.8988169,446.176892,85.55707604,30.63903824
6,132.315281,391.0040083,104.1500184,40.75383791
